"COMP_ID","COMP_NM","COMP_LONG_NM","ISIN_CODE","TICKER"
"9949",Syngene International Ltd,,INE398R01022,
"6705",Kaya Ltd,,,
"7805",Mangalore Ref.,Mangalore Refinery And Petrochemicals Ltd,INE103A01014,NMRPL IN Equity
"9861",DISCOVERY FUNDS,,,
"7359",Eaton Vance Corp,,,
"7758",Mercator Lines,Mercator Lines Ltd,INE934B01028,
"9108",Polyplex Corpn,Polyplex Corporation Ltd,INE633B01018,NPPC IN Equity
"9860",Cox & Kings,,INE008I01026,
"9563",Bain Capital,,,
"9050",Ganesha ecosphere ltd,,INE845D01014,
"8064",KPIT Cummins Inf,KPIT Cummins Infosystems Ltd,INE836A01035,
"9670",Care Ltd,,,
"9292",IEX,IEX,,
"9398",Sangam India Ltd,Sangam India Ltd,INE495C01010,NSNGM IN Equity
"8909",Zee Entertainment,Zee Entertainment,,NZ IN Equity
"9178",Weekly Wrap,,,
"8237",Excel Crop Care,Excel Crop Care Ltd,INE223G01017,
"9368",Shasun Chemicals,Shasun Chemicals & Drugs Ltd,INE317A01028,
"9810",Varun Ship. Co.,Varun Shipping Company Ltd,INE702A01013,
"7595",Mold-Tek Technol,Mold-Tek Technologies Ltd,INE835B01027,
"8822",SKP Securities,SKP Securities Ltd,INE709B01016,
"9893",GVR Infra Ltd,,,
"9080",Kohinoor Applainces,,,
"9758",Tata Autocomp Systems,,,
"9678",JMD Projects,,,
"8731",Astrazeneca Pharma India Ltd,Astrazeneca Pharma India Ltd,INE203A01020,
"9149",Hindustan Aeronautics Ltd,,,
"8465",Central Warehousing Copn,,,
"7541",Jaiprakash Power Venture,,,
"8813",Intellect Design Arena Ltd,,,
"8381",Amul Dairy,,,
"8762",Bayer CropScien.,Bayer CropScience Ltd,INE462A01022,
"7631",Jyothy Lab,,,
"8183",Yamaha Motor India pvt. Ltd,,,
"9584",Synergy Multi,Synergy Multibase Ltd,INE678F01014,SYP IN Equity
"7992",A2Z Ltd,,,
"6733",Autocomps India,Autocomps India Ltd,,
"7839",Viacom18,Viacom18,,
"7489",Ranbaxy Labs,Ranbaxy Laboratories Ltd,,NRBXY IN Equity
"7787",Ramky Infrastructure Ltd,,INE874I01013,
"9415",Quarter 3 2007-08,,,
"9908",Yazaki india Ltd,,,
"9606",Vital Commun.,Vital Communications Ltd,,
"9146",GKB Ophthalmics Ltd,,INE265D01015,
"8234",Birla Sun Life Insurance,Birla Sun Life Insurance,,
"9708",Karur Vysya Bank,Karur Vysya Bank Ltd,INE036D01010,NKVB IN Equity
"9457",Qualcomm Inc.,,,
"9617",Mc donald india,,,
"8955",State Bank of India Life Insurance,,,
"9184",Comcast Corp.,,,
"8258",Suraksha diagnostics,,,
"9439",St Bk of Bikaner,State Bank of Bikaner and Jaipur,INE648A01026,
"7635",Nestle India,Nestle India Ltd,INE239A01016,
"8825",Tata Capital Housing Finance Ltd,,,
"9293",HDFC Standard Life Insurance,HDFC Standard Life Insurance,,
"9788",Bank of Rajasth.,Bank of Rajasthan Ltd,,
"9937",L & T Infotech Ltd,,,
"8849",Sarda Energy,,INE385C01013,
"9555",Saksoft,Saksoft Ltd,INE667G01015,
"8663","CH Robinson Worldwide, Inc.(U S COMPANY)",,,
"7591",JMC Projects,JMC Projects (India) Ltd,INE890A01016,
"8866",Tata Coffee,Tata Coffee Ltd,INE493A01027,
"8397",Sterling and Wilson,,,
"8954",St Bk of Travanc,State Bank Of Travancore,INE654A01024,
"7647",Delphi TVS,,,
"8840",Grindwel Norton,Grindwell Norton Ltd,INE536A01023,
"9675",Go Air,,,
"8175",Rivigo,,,
"6971",Catwalk Worldwide Pvt ltd.,,,
"7867",Greenply Inds.,Greenply Industries Ltd,INE461C01020,
"7759",Nuclear Power Copn,Nuclear Power Copn,,
"7900",Lak. Vilas Bank,Lakshmi Vilas Bank Ltd,INE694C01018,
"9832",Subhash Projects,Subhash Projects & Marketing Ltd,INE937A01023,
"9973",Styrolution ABS India Ltd,,,
"9314",Godawari Green Energy ,,,
"8348",Infinity Retail Ltd (CROMA),,,
"9929",D-Link (India),D-Link (India) Ltd,,
"9471",Heritage Foods,Heritage Foods (India) Ltd,INE978A01019,
"9078",INFRASTRUCTURES FUNDS,,,
"9599",Petron Engg,Petron Engineering Construction Ltd,INE742A01019,
"8556",Info Edge India ,,,
"9858",Torrent Pow. AEC,Torrent Power AEC Ltd(merged),,
"7705",MSD Pharmaceuticals Pvt Ltd,,,
"8839",Granules India,Granules India Ltd,INE101D01020,
"9552",NED Energy ,,,
"9073",Bharat Gears,Bharat Gears Ltd,INE561C01019,
"9688",Pfizer Inc.,,,
"8746",Nectar Lifescn.,Nectar Lifescience Ltd,INE023H01027,
"7813",Tara Jewels Ltd,,INE799L01016,
"8972",Ramco Systems,Ramco Systems Ltd,INE246B01019,
"8485",Triumph Intl.,Triumph International Finance Ltd,,
"9029",Honda Siel Power,Honda Siel Power Products Ltd,INE634A01018,
"8142",GD Foods Ltd,,,
"9538",British petroleum,,,
"8187",AZB Partners,,,
"7065",Guj. Flourochem.,Gujarat Flourochemicals Ltd,,
"8300",Ratnamani Metals,Ratnamani Metals & Tubes Ltd,INE703B01027,NRMT IN Equity
"8157",Tecnocraft Indus,,,
"8186",Bank of Baroda,Bank of Baroda,INE028A01039,NBOB IN Equity
"9903",Shanghai Elec,,,
"9315",J B Chem & Pharm,J B Chemicals & Pharamaceuticals Ltd,INE572A01028,
"8435",winAMR Systems (P) Ltd,,,
"9662",SRS Ltd ,,INE219H01039,
"9160",Allied Blenders and Distillers Pvt. Ltd.,,,
"8770",Genus Power,,INE955D01029,
"7837",Tata Elxsi,Tata Elxsi Ltd,INE670A01012,
"8918",ICICI Bank,ICICI Bank Ltd,INE090A01021,NICICIB IN Equity
"9580",Network18 Media & Investments Ltd,Network18 Media & Investments Ltd,,
"9126",Coromandel Fert,,,
"9877",Shriram Capitals Ltd,,,
"8765",Berkshire Hathaway class B (U S Company),,,
"8172",Morbi Ceramic Ltd,,,
"9069",Uni.Brew.(Hold.),United Breweries (Holdings) Ltd,INE696A01025,
"8808",Beiersdorf,,,
"9227",AP Paper,Andhra Pradesh Paper Mills Ltd,,
"8271",Indo Rama Synth.,Indo Rama Synthetics (India) Ltd,INE156A01020,
"9651",India Bulls Power,,,
"8191",Company Analysis Meet,,,
"7178",Fem Care Pharma,Fem Care Pharma Ltd,,
"8368",National Institute of Public Finance and Policy,,,
"8357",Sanwaria Agro,Sanwaria Agro Oils Ltd,INE890C01046,
"8283",Shree Ram Urban Infra Ltd,,,
"9923",Pristine Logistics,,,
"9493",Goodwill Hospital And Research Centre Ltd,,,
"8668",Infra Inds.,Infra Industries Ltd,INE287D01019,
"9769",Elecon Engg.Co,,INE205B01023,
"9193",Greaves Cotton ,Greaves Cotton,INE224A01026,
"9169",IVRCL Infrastruc,IVRCL Infrastructures & Projects Ltd,,
"7890",Continental Warehousing Copn Ltd,,,
"8953",Prozone Capital Shopping Centres Ltd,,,
"9806",Reliance Jio,,,
"9203",Shree Renuka Sug,Shree Renuka Sugars Ltd,INE087H01022,
"8773",J K Tyres,,,
"8245",JK Paper,JK Paper Ltd,INE789E01012,CPM IN Equity
"9221",Pidilite Inds.,Pidilite Industries Ltd,INE318A01026,NPIDI IN Equity
"8846",Namaste Exports,Namaste Exports Ltd,,
"9461",Yum Brands Inc,,,
"8369",NRB Bearings,NRB Bearings Ltd,INE349A01021,
"8266",Engineers India,Engineers India Ltd,INE510A01028,
"7252",Jindal Rail and Infrastructure Ltd,,,
"8489",Book My Show,,,
"8374",RPG Life Science,RPG Life Sciences Ltd,INE105J01010,
"8336",Unitech Corporate Park,,,
"9506",PSP Projects Limited,,,
"8755",Vindhya Telelink,Vindhya Telelinks Ltd,INE707A01012,
"9889",Greenlam  inds ,,,
"9196",J Kumar Infra,,INE576I01014,
"9219",Magma Finance,,,
"8017",India Bulls Financial Ser,,,
"9022",Actavis PLC,,,
"9209",United Breweries Ltd,United Breweries Ltd,INE686F01025,
"8779",Kalyan Jewellers,,,
"8394",Piramyd Retail L,Piramyd Retail Ltd,INE034H01016,
"9317",kraft Foods Ltd,,,
"8860",Narayana Hridayala Ltd,,,
"9464",ABC Bearings,ABC Bearings Ltd,INE779A01011,
"8395",Refex Refrig,,,REFX IN Equity
"8291",Finolex Inds,Finolex Industries Ltd,INE183A01016,
"7309",Lloyds Metals,Lloyds Metals & Engineers Ltd,INE281B01024,
"8541",Parabolic Drugs Limited,,,
"8471",HPL Power Systems Ltd,,,
"8486",T.V. Today,T.V. Today Network Ltd,INE038F01029,
"9554",Oriental Bank,Oriental Bank of Commerce,INE141A01014,
"8780",Kennametal India,Kennametal India Ltd,INE717A01029,
"9764",Bombay Ryn Fash,,,
"9444",Ahluwalia Contracts India,Ahluwalia Contracts India,,AHLU IN Equity
"8319",Counterpoint research,,,
"9242",Shanthi Gears,Shanthi Gears Ltd,INE631A01022,
"9250",WNS,,,
"9110",Reliance Defence,,,
"8491",Ess Dee Aluminium Ltd,,INE825H01017,
"9819",CL educate,,,
"8927",PPAP automotive ,,INE095I01015,
"9547",Indag Rubber,Indag Rubber Ltd,INE802D01023,
"8521",Vector Consulting Group,,,
"8475",KNR Construction,,,
"7406",Writer Corporation,,,
"8603",Mahindra Holidays & Resorts India Ltd,,INE998I01010,
"8771",HPL Electric Ltd,,,
"8558",Nitin Spinners,Nitin Spinners Ltd,INE229H01012,
"9711",Shalimar Paints,Shalimar Paints Ltd,INE849C01026,
"8960",Allergan Inc.,,,
"9880",ABPS Infra,,,
"9522",Dewan Housing,Dewan Housing Finance Corporation Ltd,INE202B01012,
"8413",Nilkamal Plastic,Nilkamal Plastics Ltd,,
"9270",PSL,PSL Ltd,INE474B01017,
"9510",RPP Infra Projects Ltd,,INE324L01013,
"9111",Sasken Comm.Tech,Sasken Communication Technology Ltd,INE231F01020,NSACT IN Equity
"8568",United Spirits,United Spirits Ltd,INE854D01016,
"9840",Asahi Songwon Colors,,,
"9099",Ipca Labs.,Ipca Laboratories Ltd,INE571A01020,
"9830",Rajesh Exports,Rajesh Exports Ltd,INE343B01030,
"8586",Suprajit Engg.,Suprajit Engineering Ltd,INE399C01030,
"8696",Kansas City Southern Inc,,,
"7732",LinkedIn Corp,,,
"8844",Karnataka Bank,Karnataka Bank Ltd,INE614B01018,NKBL IN Equity
"9119",zoomlion,,,
"8739",IntercontinentalExchange Group Inc,,,
"9997",Alicon castalloy ,,,
"9079",ING Vysya Bank,ING Vysya Bank Ltd,,NVYSB IN Equity
"9882",BASF India,BASF India Ltd,INE373A01013,NBASF IN Equity
"9614",K C P,K C P Ltd,INE805C01028,
"8463",Archies,Archies Ltd,INE731A01020,
"9442",TajGVK Hotels,TajGVK Hotels & Resorts Ltd,INE586B01026,
"9596",D B Realty Ltd,,INE879I01012,
"9112",Shire Pharmaceuticals Ltd,,,
"8614",Trinity Biotech,Trinity Biotech Ltd,,
"9887",Enrich Hair & Skin,,,
"9226",BANKING FUND,,,
"9831",Singapore Visit,,,
"8615",A B B,ABB Ltd,INE117A01022,NABB IN Equity
"8716",I G Petrochems,I G Petrochemicals Ltd,INE204A01010,
"7734",MOIL LTD,,INE490G01020,
"8857",Mawana Sugars,Mawana Sugars Ltd,INE636A01039,
"9192",Godrej Indus.,Godrej Industries Ltd,INE233A01035,
"8871",EMERGING STAR FUNDS,,,
"9277",Supreme Infra,,,
"9951",Vulcan Materials (US COMPANY),,,
"8488",Amrit Jal Ventures,,,
"9494",Guj. Borosil,Gujarat Borosil Ltd,INE059C01022,
"9864",Hitkari Inds.,Hitkari Industries Ltd,,
"9173",Rural Electrification,Rural Electrification,,
"8742",La Opala RG,La Opala RG Ltd,INE059D01020,
"9297",Ramco Inds,Ramco Industries Ltd,INE614A01028,NRAMCO IN Equity
"8902",P I Inds.,P I Industries Ltd,INE603J01030,
"8740",Jain Irrigation,Jain Irrigation Systems Ltd,INE175A01038,NJISL IN Equity
"7778",Godrej Properties,,,
"8875",i-lend.in,,,
"9518",Aurionpro Solu,Aurionpro Solutions Ltd,INE132H01018,
"9168",HOV Services,HOV Services Ltd,INE596H01014,NHOVS IN Equity
"9397",Salesforce.com Inc,,,
"8649",Minda Corp Ltd,,,
"9818",Core Projects,Core Projects & Technologies Ltd,,
"9249",Wendt India,Wendt India Ltd,INE274C01019,
"9142",GBN (Global Business News),,,
"9431",Morningstar,,,
"9170",KIMS ,,,
"8741",Last mile consultant,,,
"8023",Mindshare,,,
"8994",Pix Transmission,Pix Transmission Ltd,INE751B01018,
"9886",Emcure,,,
"9467",Everest Kanto,Everest Kanto Cylinder Ltd,INE184H01027,
"9624",Barbeque Nation Hospitality Ltd,,,
"8787",Videocon Inds.,Videocon Industries Ltd,INE703A01011,
"9839",Asian Motors Works Ltd,,,
"9343",Savera Industries Ltd,,INE104E01014,
"9391",NTT (US Company),,,
"9455",Oberoi Construction,,,
"9258",Gallantt Metal,Gallantt Metal Ltd,INE297H01019,
"8804",Simplex Projects,,INE898F01018,
"8078",DCW,DCW Ltd,INE500A01029,
"9016",Shiv-Vani Oil,Shiv-Vani Oil & Gas Exploration Services Ltd,,
"9603",Prima Plastics,Prima Plastics Ltd,INE573B01016,
"9961",Indiabulls Real Estate,Indiabulls Real Estate,,
"8805",Vaibhav Global Ltd,,INE884A01019,
"9641",Robinson Worldwd,Robinson Worldwide Trade Ltd,,
"9520",Dainik Bhaskar,,,
"9653",HDFC Bank,HDFC Bank Ltd,INE040A01026,
"9488",Astra Microwave,Astra Microwave Products Ltd,INE386C01029,
"9145",Ginni Filaments,Ginni Filaments Ltd,INE424C01010,
"8616",ABG Shipyard,ABG Shipyard Ltd,INE067H01016,
"9075",Era Infra Engineering Ltd,Era Infra Engineering Ltd,INE039E01020,
"9841",Central Depository Services Ltd. (CDSL),,,
"8833",Bharat Matrimony,,,
"9826",Menon Bearings,Menon Bearings Ltd,INE071D01033,
"9771",Hikal,Hikal Ltd,INE475B01022,
"9689",RBI,,,
"9805",Raj Television Network,,,
"9175",Standard & Poor,,,
"8692",First Solar India Ltd,,,
"9205",Suryalak. Cott.,Suryalakshmi Cotton Mills Ltd,INE713B01026,
"9890",GTL,GTL Ltd,INE043A01012,NGTS IN Equity
"9188",Escorts,Escorts Ltd,INE042A01014,
"9790",Crew B.O.S. Prod,Crew B.O.S. Products Ltd,,
"9910",Alphageo (India),Alphageo (India) Ltd,INE137C01018,
"9187",Clariant Chemical,Clariant Chemicals (India) Ltd,INE492A01029,
"8848",Raymond,Raymond Ltd,INE301A01014,RW IN Equity
"9268",Monsanto Co.,,,
"9257",GRUH Finance,GRUH Finance Ltd,INE580B01029,
"9792",Educomp Solution,Educomp Solutions Ltd,INE216H01027,
"9976",Yum China Holdings Inc,,,
"9190",Dominos pizza India Ltd,,,
"9211",Avanti Feeds,Avanti Feeds Ltd,INE871C01020,
"9367",S P Apparels Ltd,,,
"9358",Liberty Shoes,Liberty Shoes Ltd,INE557B01019,
"9856",Supreme Petroch.,Supreme Petrochem Ltd,INE663A01017,
"9524",HBL Nife Power,HBL Nife Power Systems Ltd,,
"9214",Coal India,,INE522F01014,
"9574",Jindal Steel,Jindal Steel & Power Ltd,INE749A01030,NJSP IN Equity
"9586",Vascon Engg,,,
"9867",Monte Carlo Fashion Ltd,,,
"9608",Base  Corporation,,,
"9365",Porwal Auto Components,,,
"9813",United Bank of India,,INE695A01019,
"9627",Federal-Mogul Go,Federal-Mogul Goetze (India) Ltd,INE529A01010,
"9920",Kavveri Telecom,Kavveri Telecom Products Ltd,INE641C01019,
"9649",Fiem Inds,Fiem Industries Ltd,INE737H01014,
"9581",Prakash Constrowell Ltd,,INE023M01027,
"9958",Guj. Ambuja Exp,Gujarat Ambuja Exports Ltd,INE036B01022,
"9953",Usher Agro,Usher Agro Ltd,INE235G01011,
"9737",Zydus Pharma,Zydus Pharma,,
"9638",Power Grid Copn,Power Grid Copn,,
"9787",Areva T&D,Areva T&D India Ltd,INE200A01026,
"9657",NDTV,New Delhi Television Ltd,INE155G01029,NNDTV IN Equity
"9760",Tega,,,
